G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
4,5,4,4,4,2,4,2,2,2,4,1,2,2,2,2,2,2,2,2,4,2,4,4,4,2,2,2,1,4,2,2,2,1,4,2,4,2,2,2,4,2,1,5,2,2,2,2,4,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,4,1,4,4,4,4,4,4,2,2,1,4,4,4,4,4,4,4,1,1,2,2,4,4,1,4,4,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,4,2,1,"1,3,4",2,1,3,1,3,2,2,1,3,1,3,2,1,2,3,2,1,3,3,2,1,3,2,1,3,1,2,3,1,2,2,1,3,3,1,2,1,2,3,1,2,3,2,3,1,1,2,3,1,3,2,2,1,3,2,1,3,3,2,1,2,3,1,3,1,2,1,3,2,3,1,2,2,3,1,2,1,3,2,3,1,3,2,1,1,2,3,3,1,2,2,3,1,3,1,2,1,3,2,3,1,2,2,1,3,1,2,3,1,3,2,2,3,1,3,1,2,3,1,2,37,Female,1,,"To answer how I react in the workplace when I have to ask someone else to do a task, the influence tactics what I am most and least likely to do.",1,,6680b831fb2a2fbbe8961cee,
4,4,4,3,4,4,2,2,3,1,4,1,1,4,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,3,2,2,2,4,4,2,2,2,4,2,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,2,1,1,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,1,2,2,4,2,2,4,2,2,3,4,2,2,2,2,2,2,4,2,2,2,2,4,2,1,"1,3,4",1,2,3,3,2,1,1,3,2,2,3,1,1,3,2,3,2,1,2,3,1,3,2,1,3,1,2,3,1,2,3,1,2,2,3,1,1,2,3,2,1,3,2,3,1,1,3,2,2,3,1,1,3,2,3,1,2,2,1,3,1,2,3,2,1,3,2,3,1,2,3,1,1,2,3,2,1,3,3,2,1,2,1,3,1,2,3,1,2,3,2,1,3,3,2,1,1,3,2,3,1,2,2,1,3,1,2,3,2,3,1,1,2,3,2,1,3,2,1,3,31,Male,1,,Rank personaility traits and influence tactics,1,,66ae400b175a3c0941cc772f,
2,4,4,4,3,3,4,3,3,3,2,2,3,3,2,3,3,4,2,2,3,3,2,2,4,2,3,3,3,2,2,3,4,3,4,2,3,2,2,3,2,3,2,4,2,2,2,2,2,3,2,2,2,1,2,3,2,1,2,1,2,3,2,2,3,2,2,1,1,2,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,3,3,2,3,2,4,1,3,4,2,3,2,4,3,1,2,3,1,2,2,2,4,3,2,3,3,1,"1,3,4",2,1,3,3,2,1,2,3,1,1,3,2,1,3,2,3,2,1,3,1,2,1,3,2,3,2,1,3,2,1,3,1,2,1,3,2,1,2,3,3,1,2,1,3,2,1,3,2,2,3,1,2,3,1,3,1,2,2,1,3,3,1,2,1,2,3,1,2,3,3,2,1,3,2,1,2,1,3,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,2,1,3,1,3,2,1,2,3,3,1,2,3,2,1,1,2,3,1,2,3,3,1,2,3,1,2,27,Male,1,,"Answer questions about my personality and particular traits, in the second half it was focused on ranking different choices both on particular situations to influence Person B and which traits I believed best aligned with me. ",1,,66a6b2d5c3f1ddfb55c81cf1,
4,5,4,4,2,4,3,2,3,4,3,3,4,4,4,2,3,4,4,2,4,4,2,2,4,2,4,4,2,4,2,2,1,3,4,2,3,1,2,4,3,4,2,4,2,3,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,3,3,4,1,1,4,2,2,3,3,5,5,5,5,5,5,4,3,3,4,4,4,4,2,5,4,1,1,2,5,1,1,5,1,2,2,4,1,1,1,1,1,1,2,2,4,3,1,5,1,1,"1,3,4",3,1,2,1,3,2,2,1,3,2,3,1,1,3,2,3,2,1,2,3,1,3,2,1,3,2,1,3,2,1,2,3,1,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,2,3,1,2,3,1,3,2,1,3,1,2,2,3,1,2,3,1,2,3,1,2,1,3,3,2,1,3,2,1,1,3,2,1,2,3,2,3,1,1,3,2,1,3,2,2,1,3,1,3,2,2,3,1,3,1,2,1,3,2,3,2,1,3,2,1,2,1,3,1,2,3,24,Woman,1,,First I had to rate aspects of my personality. Then I had to order ways to manipulate a co-worker. Then I had to order personality traits according to how much they apply to me. ,1,no,66bf69fa5619cf0669ca7124,
4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,3,5,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,3,4,4,3,2,4,4,3,4,2,3,2,2,2,4,3,3,2,2,2,2,2,4,1,2,2,2,1,1,1,1,1,1,1,4,1,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,3,1,1,"1,3,4",2,1,3,3,1,2,1,3,2,3,2,1,1,3,2,3,2,1,1,2,3,1,3,2,3,2,1,3,1,2,3,2,1,1,2,3,2,1,3,1,2,3,1,3,2,3,1,2,3,2,1,2,3,1,3,2,1,2,1,3,1,3,2,2,3,1,2,3,1,3,1,2,3,1,2,3,2,1,1,3,2,2,1,3,1,3,2,1,3,2,2,3,1,2,1,3,2,3,1,2,3,1,3,1,2,2,3,1,1,3,2,2,1,3,1,3,2,2,3,1,34,female,2,,I was asked how I view myself and how well I was able to rank how I would be to others in the work place. I think was asked to rank myself. ,1,,65d62d6afc0dcc5b81ceff41,
4,5,3,4,3,2,3,3,4,3,4,4,2,4,2,1,3,3,4,3,4,2,3,3,4,5,2,2,4,4,3,5,4,3,4,3,3,2,4,2,4,3,4,3,2,4,3,2,2,2,3,3,3,4,2,3,2,2,1,1,3,3,1,1,2,1,1,2,1,4,4,4,3,3,3,3,3,1,4,4,4,4,4,4,4,3,2,3,4,4,4,3,2,4,2,3,2,4,3,1,3,2,2,3,3,2,4,3,1,2,2,1,"1,3,4",2,1,3,1,2,3,1,3,2,2,3,1,1,3,2,2,1,3,2,3,1,3,2,1,3,2,1,3,1,2,2,1,3,2,3,1,1,2,3,1,2,3,2,3,1,1,2,3,3,2,1,3,1,2,3,1,2,3,1,2,2,1,3,1,2,3,2,3,1,3,1,2,2,1,3,3,1,2,1,3,2,3,2,1,2,1,3,3,2,1,3,1,2,3,1,2,2,3,1,3,1,2,1,2,3,1,3,2,2,3,1,3,2,1,3,2,1,1,2,3,20,Female,3,,choosing what personality traits describe you and ranking influence tactics ,1,n/a,66c92c8bc784b6932cb1a847,
4,2,5,4,5,2,4,2,4,3,3,2,2,3,2,3,4,2,2,2,3,3,2,3,4,2,3,4,1,2,2,3,2,2,4,3,5,2,2,2,4,2,2,5,3,2,2,3,4,1,2,1,2,1,2,4,2,2,2,1,2,1,1,2,2,1,2,2,2,4,4,3,3,4,4,3,3,1,4,4,5,5,5,5,5,2,1,2,2,3,4,1,1,4,1,2,2,4,1,1,1,1,2,2,2,2,3,1,1,3,2,1,"1,3,4",3,1,2,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,1,3,2,2,1,3,3,2,1,3,1,2,2,3,1,1,2,3,1,3,2,1,2,3,3,2,1,1,2,3,3,2,1,1,2,3,2,1,3,3,1,2,2,3,1,1,2,3,1,3,2,1,2,3,2,1,3,2,1,3,2,3,1,1,3,2,1,3,2,1,3,2,2,1,3,3,1,2,1,3,2,2,1,3,3,1,2,2,3,1,1,2,3,2,1,3,2,1,3,2,1,3,21,Female,1,,"Firstly, I rated how well various statements described my personality.
Then, I rated how likely I was to use some methods of influencing the behaviour of others.
Then, I ranked groups of three influencing methods from best to worst based on three criteria - success, my capability, and my comfort in doing said methods
Lastly, I ranked groups of three statements from best to worst for matching my personality.
Finally, I filled out some demographic questions",1,,6568e75f7758975508effb9c,
1,5,4,5,1,3,5,4,3,4,2,2,2,2,4,2,2,3,2,3,1,5,2,1,4,3,2,5,4,3,2,1,1,2,4,3,4,2,2,4,3,3,1,1,1,3,1,1,2,1,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,5,5,5,3,5,5,5,5,5,5,5,1,1,1,1,2,5,5,3,4,1,1,3,5,1,1,1,1,1,1,1,2,3,1,1,4,4,1,"1,3,4",3,2,1,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,3,2,1,1,2,3,3,2,1,3,1,2,3,1,2,3,1,2,1,3,2,1,2,3,1,2,3,1,2,3,3,2,1,2,3,1,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,1,3,2,3,1,3,1,2,2,1,3,1,2,3,1,2,3,2,1,3,2,3,1,2,1,3,1,3,2,3,2,1,2,3,1,2,1,3,1,2,3,2,3,1,1,2,3,3,1,2,23,Male,1,,About how we would treat another person st work if we would take advantage of them or do the right thing and about ourselves!,1,The study was really good I’m satisfied with it and it made me think a lot ,66a02c22096b73fc1911beb9,
3,4,5,4,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,4,4,2,3,2,3,4,3,2,4,4,2,4,2,4,3,2,4,2,2,3,4,2,4,3,4,2,3,3,4,2,3,3,2,2,2,2,2,4,2,4,4,2,4,4,2,4,4,3,4,4,2,4,4,4,4,4,4,4,2,2,4,3,4,3,4,4,4,4,2,4,4,4,4,4,2,4,3,3,4,2,4,2,3,4,1,"1,3,4",3,2,1,1,3,2,1,3,2,2,3,1,2,1,3,2,3,1,3,2,1,3,2,1,2,3,1,3,1,2,2,1,3,2,1,3,3,1,2,1,3,2,3,1,2,1,2,3,3,2,1,2,3,1,1,3,2,2,1,3,2,3,1,2,1,3,1,2,3,3,1,2,1,3,2,2,1,3,1,2,3,2,3,1,2,3,1,1,2,3,3,2,1,3,2,1,2,3,1,2,1,3,2,1,3,3,1,2,1,2,3,1,3,2,2,1,3,1,2,3,27,female,1,,The study has 2 sections; one of them is about participant's personality traits and the other one is about how to behave in a case scenario at a workplace which includes a person B. It's about how to make person B to do what i want. ,1,no thanks,6568a71084a6f597c4f0e887,
3,4,5,5,4,3,3,2,5,4,5,4,4,4,3,1,2,2,3,4,4,4,4,3,2,4,2,2,4,5,4,4,4,4,4,4,2,3,3,1,3,4,1,1,4,4,3,3,2,3,4,2,3,1,1,3,4,2,3,3,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,2,2,3,1,2,3,1,1,3,2,3,2,1,3,2,1,3,2,1,2,3,1,3,1,2,3,2,1,3,2,1,1,2,3,1,2,3,2,3,1,1,2,3,2,3,1,2,1,3,3,2,1,3,1,2,3,1,2,3,1,2,2,3,1,3,1,2,3,1,2,3,1,2,1,3,2,2,1,3,2,1,3,2,3,1,3,1,2,2,1,3,3,1,2,3,1,2,2,3,1,1,3,2,2,3,1,2,1,3,3,1,2,3,1,2,29,Male ,1,,Pick what I would prefer to do in certain situations ,1,,632b1b35331d4efbfb0d0f8d,0
5,5,4,4,4,4,2,2,4,3,2,3,2,4,4,3,2,4,5,1,5,3,4,5,2,2,5,4,2,4,1,4,4,3,4,4,2,3,4,4,5,4,4,2,4,2,2,4,3,4,5,3,4,4,5,2,2,2,4,2,1,1,1,1,1,1,1,1,1,4,4,1,1,3,1,1,1,1,5,5,4,4,4,3,5,1,1,1,1,2,4,1,4,3,1,1,3,5,1,1,1,1,1,1,4,1,1,3,1,1,1,1,"1,3,4",2,1,3,2,3,1,2,3,1,1,2,3,3,2,1,2,1,3,1,3,2,3,2,1,2,1,3,3,2,1,1,2,3,1,2,3,1,2,3,1,2,3,3,1,2,1,2,3,3,1,2,1,2,3,2,1,3,3,1,2,3,1,2,2,1,3,2,3,1,1,3,2,3,2,1,2,1,3,2,3,1,3,2,1,2,3,1,2,3,1,3,1,2,2,1,3,2,3,1,2,1,3,2,3,1,2,3,1,3,2,1,1,3,2,1,3,2,2,1,3,25,Female ,1,,I was asked to rank personality traits and also scenarios of how I would get someone to do something for me at work ,1,,65cbd9368fd2351d0029f8b8,
5,5,4,4,4,1,2,2,2,2,4,2,2,4,1,2,4,2,3,1,5,2,2,4,3,4,2,2,3,3,2,2,2,2,4,4,4,3,4,1,4,1,4,3,3,5,2,2,2,1,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,5,4,2,3,5,4,2,4,2,5,4,3,4,4,4,4,1,1,1,1,1,4,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,"1,3,4",1,2,3,2,3,1,3,2,1,1,3,2,3,2,1,1,3,2,2,3,1,3,2,1,3,1,2,3,1,2,1,2,3,2,1,3,2,3,1,1,2,3,2,3,1,2,1,3,1,3,2,1,2,3,3,2,1,3,2,1,1,3,2,1,2,3,1,2,3,3,1,2,2,1,3,2,1,3,2,3,1,3,1,2,2,1,3,3,2,1,2,3,1,3,1,2,2,3,1,3,1,2,1,2,3,1,2,3,2,3,1,2,1,3,3,2,1,1,3,2,30,Male,1,,"To consider techniques to convince Person B to perform a task, and reflect on ourself.",1,,6630f2f92a5e1a54c8a23a3b,
5,4,5,5,5,4,4,5,5,4,5,4,3,3,4,4,4,3,2,3,5,3,2,4,4,4,4,4,4,3,3,3,3,4,4,4,4,1,3,2,3,4,3,4,4,2,2,3,3,2,3,2,3,4,2,3,2,2,4,4,2,1,1,1,1,2,1,1,2,5,4,4,4,5,5,4,4,4,4,5,4,4,5,5,5,2,4,2,2,2,4,2,4,4,2,2,3,4,1,2,2,2,2,2,3,3,2,3,1,4,3,2,"2,3",2,1,3,3,2,1,1,3,2,1,3,2,1,3,2,1,3,2,3,2,1,2,3,1,3,2,1,3,1,2,1,3,2,2,3,1,1,3,2,1,3,2,3,1,2,1,2,3,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,1,2,3,1,3,2,3,1,2,2,1,3,2,1,3,2,3,1,3,2,1,2,3,1,1,2,3,1,3,2,1,3,2,1,3,2,3,1,2,3,1,2,1,3,2,1,3,2,1,3,2,2,1,3,2,3,1,19,male,3,,Describe or evaluate the tactics I would be comfortable in using to influence colleagues in a workplace,1,,63c533a93a082d5c25dcfd6c,0
5,5,5,3,2,4,3,2,5,3,5,2,3,2,2,3,2,4,3,2,1,3,2,1,5,5,2,3,2,2,5,2,5,3,2,2,5,3,2,3,1,4,2,5,4,5,2,4,5,1,2,2,3,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,4,4,1,1,4,1,4,4,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,4,1,1,"1,3,4",3,1,2,3,2,1,2,1,3,1,3,2,1,3,2,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,2,3,1,3,1,2,2,3,1,3,1,2,2,1,3,1,2,3,2,1,3,1,2,3,1,3,2,2,1,3,1,2,3,2,3,1,3,1,2,1,3,2,1,3,2,3,1,2,3,2,1,2,1,3,27,Female,2,,Had to indicate how much I agree or disagree to certain personality traits pertaining to myself as well participate in an exercise where I had to choose different tactics in which I would use to get another colleague to do a task for me. The last exercise involved arranging three sets of tactics from most likely to least likely to be used in order to get a colleague to do something for me as well as rating three sets of traits that are most like me or least like me - regardless if one of the traits weren't necessarily true to my personality.,1,,66e51626d4a3157cfec3fafa,
4,4,2,2,4,3,3,4,4,4,2,4,1,4,5,2,4,4,4,4,4,2,3,4,3,2,4,4,4,2,4,2,2,2,2,5,4,2,5,1,1,4,4,4,2,1,2,2,2,2,1,2,1,2,1,4,1,1,2,1,1,2,1,1,1,1,1,2,1,5,4,4,4,5,3,4,4,2,5,5,5,5,5,5,5,2,2,2,1,5,4,1,4,4,1,2,4,4,1,2,1,1,1,1,4,2,2,1,1,4,2,1,"1,3,4",2,3,1,3,2,1,3,2,1,3,2,1,2,1,3,3,2,1,1,2,3,3,2,1,1,3,2,3,1,2,2,1,3,1,3,2,2,3,1,1,2,3,3,1,2,1,2,3,2,3,1,3,1,2,1,3,2,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,3,1,2,3,1,2,2,1,3,2,1,3,1,3,2,1,2,3,1,2,3,3,2,1,2,3,1,2,3,1,2,1,3,1,3,2,1,2,3,1,2,3,2,1,3,1,2,3,32,female,1,,chose answers based on my personality and how i influence people ,1,,5cd17030a683940001a685e9,
4,5,4,4,4,3,3,2,4,2,5,2,2,2,1,3,4,3,4,2,3,2,4,2,2,4,3,3,2,4,4,4,4,2,4,2,4,2,2,2,3,2,2,4,3,4,2,2,3,1,3,2,4,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,4,4,2,4,4,4,4,2,2,4,5,4,4,4,4,4,1,1,1,1,3,4,1,2,4,1,1,3,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,"1,3,4",3,2,1,3,2,1,3,2,1,1,3,2,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,2,3,1,1,2,3,1,2,3,1,2,3,1,3,2,1,3,2,1,3,2,2,3,1,3,1,2,3,1,2,3,1,2,1,2,3,2,3,1,3,1,2,2,1,3,2,1,3,1,3,2,3,1,2,2,1,3,3,2,1,1,2,3,2,1,3,1,2,3,3,1,2,3,1,2,1,3,2,1,3,2,2,1,3,3,2,1,3,2,1,47,Male,1,,"I had to identify characteristics about myself, and then had to work through various possible interactions or interventions which could be used to influence others' behaviour. ",1,I like how robust you are with trying to ensure the validity and accuracy of the data collected. ,65f0a0ae6c4e2b4fceac5151,
4,4,4,4,4,3,4,3,4,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,3,3,3,4,2,3,3,3,4,3,4,3,3,3,3,4,3,2,2,2,2,3,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,3,3,3,4,4,3,4,4,3,3,4,4,4,3,3,2,4,2,4,3,4,3,2,4,3,1,"1,3,4",2,1,3,3,2,1,1,3,2,1,3,2,3,2,1,1,2,3,3,1,2,3,2,1,1,3,2,3,1,2,1,3,2,1,3,2,1,3,2,1,2,3,2,1,3,1,2,3,2,3,1,1,3,2,1,2,3,3,1,2,1,3,2,1,2,3,1,3,2,1,3,2,2,1,3,3,1,2,2,3,1,2,3,1,1,3,2,1,2,3,3,2,1,3,1,2,1,3,2,2,1,3,3,1,2,1,3,2,1,3,2,2,3,1,3,1,2,3,1,2,25,Male,3,,Rank myself on what my trait is and also rank myself on what I would do to get someone to do what I ask.,1,,6668c49e07ce221e29f2bc5a,
5,5,5,4,5,3,2,2,4,3,5,4,4,5,3,2,4,5,5,3,4,4,3,4,2,4,4,3,1,4,3,3,4,2,2,4,4,4,4,2,4,4,3,5,4,5,5,4,4,1,4,4,3,2,1,5,2,4,5,4,4,4,2,1,1,1,4,2,2,5,3,4,4,4,5,4,4,3,4,4,3,4,4,4,5,4,2,2,2,3,4,1,2,4,4,4,2,2,4,4,4,3,2,1,2,3,5,3,1,3,1,2,"1,2,3,4",2,3,1,1,2,3,2,3,1,2,1,3,1,3,2,1,3,2,2,1,3,3,2,1,3,2,1,3,1,2,1,2,3,2,3,1,3,1,2,2,3,1,1,3,2,1,2,3,1,3,2,1,2,3,3,1,2,1,3,2,2,3,1,2,1,3,2,3,1,2,1,3,2,1,3,3,1,2,1,3,2,3,2,1,3,1,2,3,1,2,2,1,3,3,1,2,1,3,2,3,1,2,3,1,2,1,2,3,2,3,1,2,1,3,3,2,1,3,1,2,41,Male,1,,"I was told to rank personality traits, and there were questions on how to influence others.",1,,664070b4d08d92e1c904a1e8,0
5,4,5,5,3,3,5,2,3,3,2,2,2,3,1,3,4,3,2,1,3,2,3,4,5,1,1,3,1,1,1,1,1,3,5,1,5,1,1,1,1,4,1,5,1,1,1,3,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,3,1,1,1,5,5,5,5,5,5,5,1,1,1,1,3,5,1,1,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",2,1,3,3,2,1,1,2,3,1,3,2,2,3,1,2,1,3,1,3,2,3,2,1,3,2,1,3,1,2,1,3,2,1,2,3,1,2,3,1,2,3,1,3,2,1,2,3,3,1,2,1,2,3,3,1,2,2,1,3,2,3,1,1,3,2,1,3,2,3,1,2,2,1,3,3,1,2,1,2,3,3,2,1,1,3,2,1,2,3,2,3,1,3,2,1,1,3,2,2,3,1,3,1,2,2,3,1,1,2,3,2,3,1,2,1,3,2,1,3,36,female,1,,I was asked to take a survey about my personality rankings and to rank how i would get someone to do something i wanted them to do.,1,I enjoyed taking this survey.,66a521b93899f43f84edab93,
4,5,4,4,4,2,3,2,2,2,3,4,3,4,2,2,2,3,4,3,3,2,2,2,5,4,2,2,4,3,2,2,4,2,4,3,4,2,3,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,4,1,4,4,4,5,5,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,2,4,2,3,3,2,1,3,4,1,2,1,1,1,1,4,3,1,1,1,4,1,1,"1,3,4",3,1,2,3,2,1,1,3,2,1,3,2,3,1,2,3,1,2,3,2,1,2,3,1,2,3,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,3,1,2,1,2,3,1,3,2,1,3,2,1,2,3,3,1,2,2,1,3,1,2,3,1,3,2,3,1,2,2,1,3,3,1,2,1,3,2,3,1,2,1,2,3,2,1,3,3,2,1,3,1,2,1,3,2,3,1,2,3,1,2,2,1,3,1,3,2,3,1,2,3,1,2,3,1,2,47,Male,1,,Ask about my own personality traits and also how I would influence another person to do what I want.,1,,58ff27489ca116000122f93e,
4,4,5,5,3,2,4,4,3,2,2,4,2,2,2,3,4,2,2,3,2,2,4,4,2,2,2,2,1,2,3,3,3,4,4,2,4,2,2,2,4,2,2,2,2,2,3,2,2,2,3,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,2,1,4,4,1,4,4,4,4,4,4,5,4,2,4,2,2,4,2,1,1,1,4,4,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",2,1,3,2,1,3,3,2,1,3,1,2,2,3,1,3,1,2,1,3,2,3,2,1,3,1,2,3,2,1,3,1,2,1,3,2,1,3,2,1,2,3,2,3,1,1,3,2,3,1,2,3,2,1,3,2,1,2,3,1,2,3,1,1,2,3,1,2,3,2,3,1,1,2,3,2,1,3,3,2,1,2,3,1,1,2,3,1,3,2,3,2,1,2,1,3,1,3,2,3,1,2,3,1,2,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,42,Female ,1,,Imagine scenario where I want to influence someone at work to do something I need. ,1,,58f66711f4ce600001016eeb,
3,5,4,4,4,2,3,3,2,2,5,4,3,4,1,4,4,1,3,3,4,2,2,4,5,5,2,4,2,4,4,3,4,5,5,4,4,4,5,4,5,3,2,5,3,4,2,1,2,1,1,2,1,1,5,4,1,2,4,1,1,2,1,1,2,1,1,3,1,3,4,4,2,3,4,2,1,1,5,4,5,5,4,4,5,1,1,1,1,4,4,1,5,5,1,1,4,5,2,3,1,1,3,2,2,3,4,1,1,4,3,1,"1,3,4",2,1,3,3,1,2,3,2,1,1,3,2,1,2,3,2,1,3,3,2,1,2,3,1,2,3,1,3,1,2,3,1,2,1,2,3,1,3,2,1,2,3,3,1,2,1,2,3,3,1,2,3,1,2,2,1,3,3,1,2,3,1,2,2,1,3,1,2,3,3,1,2,2,1,3,2,1,3,3,2,1,1,2,3,2,1,3,2,3,1,1,2,3,3,1,2,1,3,2,2,1,3,3,1,2,1,2,3,1,3,2,2,1,3,1,2,3,2,1,3,33,Male,1,,Rank influencing behaviours in a workplace. And demographic/personal trait questions,1,,5eff628ae58b0e018913f939,
5,4,5,4,5,4,2,2,4,4,4,4,3,4,4,4,3,4,4,4,5,2,3,4,4,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,3,3,4,3,4,3,4,4,2,1,2,1,1,1,1,2,2,1,5,4,2,2,3,1,1,1,1,5,4,4,4,5,4,4,1,1,2,1,3,4,2,2,2,2,2,4,5,3,3,2,1,1,1,2,4,3,1,1,1,3,1,"1,3,4",3,1,2,1,3,2,3,1,2,1,3,2,3,2,1,1,2,3,1,3,2,3,2,1,3,2,1,2,1,3,1,3,2,3,1,2,3,2,1,1,2,3,2,3,1,1,2,3,2,3,1,1,3,2,3,2,1,3,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,1,2,3,2,1,2,3,1,3,1,2,1,2,3,3,2,1,1,2,3,2,3,1,2,3,1,1,2,3,3,2,1,1,3,2,3,2,1,2,3,1,3,1,2,2,1,3,21,Male,3,,I was asked to give my response / opinion on traits and behaviour and how it's applied to my life,1,,66da337f64bd7d907002af0d,
